;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;sig
Spats1;1.401254609;-0.645237327;1.312936966;-0.491445777;0.623111194;0.999862907;Not Sig
Spats2;1105.304175;0.123588681;0.113634701;1.087596313;0.276773359;0.999862907;Not Sig
Spats2l;1560.524324;0.138411205;0.087438562;1.582953811;0.113431992;0.999862907;Not Sig
Spc24;143.5585604;-0.293206593;0.350196785;-0.837262378;0.402445101;0.999862907;Not Sig
Spcs1;924.8227046;-0.060947284;0.085390189;-0.713750421;0.475381522;0.999862907;Not Sig
Spcs2;1987.618031;0.054133977;0.109468839;0.494514942;0.620942557;0.999862907;Not Sig
Spcs3;940.7252475;0.165178781;0.115343885;1.432054938;0.152128099;0.999862907;Not Sig
Spdef;2.502108511;-0.04276608;1.173507479;-0.036442955;0.970929164;0.999862907;Not Sig
Spdl1;78.70600622;0.009479589;0.203345068;0.046618241;0.962817493;0.999862907;Not Sig
Spdya;8.357469108;0.000533025;0.509185612;0.00104682;0.999164759;0.999862907;Not Sig
Specc1l;903.0041589;0.004663171;0.105768761;0.044088353;0.964833976;0.999862907;Not Sig
Spef1;167.1212024;0.011625355;0.203475311;0.057133982;0.954438467;0.999862907;Not Sig
Spef2;11.62112887;-0.172048807;0.537436983;-0.320128335;0.748871047;0.999862907;Not Sig
Speg;227.0866493;0.408553582;0.442891496;0.922468789;0.356284103;0.999862907;Not Sig
Spem1;12.75818517;0.039677202;0.439165739;0.09034676;0.928011663;0.999862907;Not Sig
Spen;296.9808883;-0.0731047;0.150299885;-0.486392258;0.626689079;0.999862907;Not Sig
Spg11;319.72139;0.011006479;0.13852296;0.079455994;0.936669933;0.999862907;Not Sig
Spg21;754.39061;-0.059946574;0.092562681;-0.647632216;0.517222855;0.999862907;Not Sig
Spg7;564.4082619;-0.050783485;0.13963178;-0.363695752;0.716085216;0.999862907;Not Sig
Sphk1;230.4446916;-0.010251957;0.144550714;-0.070922906;0.943459113;0.999862907;Not Sig
Sphk2;530.9825892;-0.093999047;0.096902671;-0.970035673;0.332028711;0.999862907;Not Sig
Spi1;143.1831087;0.228291393;0.214009784;1.066733438;0.286092223;0.999862907;Not Sig
Spib;1.050627557;-2.162844321;1.901503046;-1.137439314;0.25535468;0.999862907;Not Sig
Spice1;84.21119468;0.070072307;0.186912565;0.374893507;0.707739668;0.999862907;Not Sig
Spidr;208.714131;0.001046591;0.128905171;0.008119077;0.993521985;0.999862907;Not Sig
Spin1;124.8487028;0.005850329;0.16946591;0.03452216;0.972460772;0.999862907;Not Sig
Spindoc;170.1140845;-0.089691963;0.144382634;-0.621210186;0.534461338;0.999862907;Not Sig
Spink13;2.070813691;0.21133799;1.186297098;0.178149294;0.85860573;0.999862907;Not Sig
Spink5;1.29244537;-0.415456373;1.647562258;-0.252164294;0.800914076;0.999862907;Not Sig
Spink5.1;3.30272154;0.150299878;1.289445487;0.116561638;0.907207439;0.999862907;Not Sig
Spint1;10.56330865;-0.205720206;0.472845231;-0.435068797;0.663512491;0.999862907;Not Sig
Spint2;517.5028918;-0.074623961;0.13735437;-0.543295134;0.586926614;0.999862907;Not Sig
Spint3;1.124565991;-0.634496101;1.672140801;-0.37945136;0.704352717;0.999862907;Not Sig
Spire1;354.399251;0.065071553;0.120240555;0.541178083;0.588384843;0.999862907;Not Sig
Spire2;3.494844149;1.052204908;1.060403169;0.992268732;0.321066452;0.999862907;Not Sig
Spns1;640.2671724;0.062390788;0.147187711;0.423885847;0.671649066;0.999862907;Not Sig
Spns2;627.1020028;-0.050697419;0.112853029;-0.449234012;0.653262855;0.999862907;Not Sig
Spns3;31.70259611;-0.052908511;0.304933408;-0.173508412;0.862251816;0.999862907;Not Sig
Spo11;1.969815514;-1.501602793;1.289415326;-1.164560993;0.244196741;0.999862907;Not Sig
Spock1;13.27102807;0.665994059;0.611282441;1.089503009;0.275932129;0.999862907;Not Sig
Spock2;4.003875904;0.730978498;0.947696678;0.771321157;0.440516595;0.999862907;Not Sig
Spon1;4122.412213;0.043587665;0.129771274;0.335880693;0.736960837;0.999862907;Not Sig
Spon2;885.3880897;-0.056982281;0.450808255;-0.126400261;0.899415096;0.999862907;Not Sig
Spop;1477.635226;0.134812487;0.119953279;1.123874961;0.261066075;0.999862907;Not Sig
Spopl;36.74485386;-0.138614447;0.259534073;-0.534089591;0.593279551;0.999862907;Not Sig
Spp1;41.72859244;0.17672018;0.415436694;0.425384138;0.670556668;0.999862907;Not Sig
Sppl2b;908.0593582;-0.124315571;0.100073887;-1.242237855;0.214148817;0.999862907;Not Sig
Sppl3;717.6429998;-0.004246923;0.104096941;-0.040797771;0.967457116;0.999862907;Not Sig
Spr;337.7373041;-0.060421496;0.158429228;-0.381378467;0.702922436;0.999862907;Not Sig
Spred1;10.09145024;-0.29421101;0.506184593;-0.581232646;0.561083668;0.999862907;Not Sig
Spred2;10.18966349;0.139125212;0.48842703;0.284843392;0.775764127;0.999862907;Not Sig
Sprn;7.701513453;0.148809637;0.590848733;0.251857419;0.801151274;0.999862907;Not Sig
Sprtn;68.18824408;0.055169548;0.253577611;0.217564746;0.827768255;0.999862907;Not Sig
Spry1;201.0406931;0.019372896;0.235494246;0.082264839;0.934436114;0.999862907;Not Sig
Spry2;354.4677926;-0.149222305;0.120398315;-1.239405256;0.215195456;0.999862907;Not Sig
Spry4;231.0105747;0.181173115;0.163301059;1.10944238;0.267239388;0.999862907;Not Sig
Spryd3;329.4708473;-0.132652635;0.158600685;-0.836393831;0.402933382;0.999862907;Not Sig
Spryd4;244.4480689;0.080436674;0.137497193;0.585005936;0.558543726;0.999862907;Not Sig
Spryd7;145.6698018;-0.100151422;0.197456125;-0.507208482;0.612008544;0.999862907;Not Sig
Spsb1;380.6214525;0.104583509;0.161593739;0.647200255;0.517502347;0.999862907;Not Sig
Spsb2;295.1499968;-0.020463534;0.138899622;-0.147326061;0.882874663;0.999862907;Not Sig
Spsb3;755.8200595;-0.106095987;0.085318759;-1.243524725;0.213674536;0.999862907;Not Sig
Spta1;15.98771731;-0.30333024;0.479941579;-0.632014923;0.527377126;0.999862907;Not Sig
Sptan1;5097.03892;-0.002656978;0.059166053;-0.044907129;0.964181334;0.999862907;Not Sig
Sptbn1;6009.020505;0.052389613;0.0815631;0.642320024;0.520665416;0.999862907;Not Sig
Sptbn2;15.4979098;0.139536091;0.453002364;0.308025083;0.758063246;0.999862907;Not Sig
Sptbn4;12.48943859;-0.191464895;0.420458597;-0.455371579;0.648841939;0.999862907;Not Sig
Sptlc1;808.3073782;-0.074427429;0.085203028;-0.873530326;0.382374084;0.999862907;Not Sig
Sptlc2;365.8148761;0.002773449;0.149825878;0.018511148;0.985231084;0.999862907;Not Sig
Sptlc3;2.565972973;-0.4922872;1.101442018;-0.446947903;0.654912676;0.999862907;Not Sig
Sptssa;764.6557769;-2.26E-05;0.090005362;-0.0002507;0.99979997;0.999874;Not Sig
Sqle;734.7560989;-0.207515754;0.15905439;-1.304684228;0.192000394;0.999862907;Not Sig
Sqor;259.0893172;-0.233674;0.153694407;-1.520380632;0.128415339;0.999862907;Not Sig
Sqstm1;2543.998408;-0.115650046;0.095325041;-1.213217904;0.225046521;0.999862907;Not Sig
Sra1;1540.761549;-0.031943977;0.0880969;-0.362600468;0.71690336;0.999862907;Not Sig
Srbd1;267.1531247;-0.080126604;0.129122316;-0.620548074;0.534897014;0.999862907;Not Sig
Src;659.6997464;0.076822118;0.098942024;0.77643569;0.437491779;0.999862907;Not Sig
Srcap;399.7711429;-0.247709423;0.157711859;-1.570645509;0.116265013;0.999862907;Not Sig
Srcin1;1.197988175;0.215690595;1.531798018;0.14080877;0.888021014;0.999862907;Not Sig
Srd5a1;42.03415382;-0.06192375;0.291742335;-0.212254932;0.831908154;0.999862907;Not Sig
Srd5a3;293.5310504;0.037448022;0.15342496;0.244080374;0.807168572;0.999862907;Not Sig
Srek1;717.3653277;0.03298246;0.162547435;0.202909755;0.83920557;0.999862907;Not Sig
Srek1ip1;328.2342675;0.097497263;0.160353188;0.608015742;0.543177033;0.999862907;Not Sig
Srf;262.8567036;0.09647698;0.136630448;0.706116256;0.480115843;0.999862907;Not Sig
Srfbp1;193.3141515;0.100946758;0.125537475;0.804116519;0.421329685;0.999862907;Not Sig
Srgap1;26.48823372;-0.166445403;0.340992639;-0.488120223;0.625464687;0.999862907;Not Sig
Srgap2;368.7063312;0.017104748;0.108832778;0.157165409;0.875114489;0.999862907;Not Sig
Srgn;601.5271479;0.026313918;0.182828861;0.143926497;0.885558512;0.999862907;Not Sig
Sri;1321.697096;-0.117348837;0.109959576;-1.067199797;0.285881624;0.999862907;Not Sig
Srms;7.983156516;0.146334774;0.587520751;0.249071669;0.803305344;0.999862907;Not Sig
Srp14;1576.801917;-0.031587592;0.103398148;-0.305494757;0.759989363;0.999862907;Not Sig
Srp19;637.1437543;0.097886132;0.090515136;1.081433857;0.279504168;0.999862907;Not Sig
Srp54a;631.9795768;0.010505385;0.090007311;0.116717016;0.907084305;0.999862907;Not Sig
Srp68;1136.536635;-0.001473609;0.071161002;-0.020708092;0.983478514;0.999862907;Not Sig
Srp72;1127.081917;0.082776005;0.09723944;0.851259577;0.394625174;0.999862907;Not Sig
Srp9;585.3548498;0.151848706;0.094362717;1.609202364;0.1075721;0.999862907;Not Sig
Srpk1;346.2042975;0.106194257;0.13749026;0.772376577;0.439891423;0.999862907;Not Sig
Srpk2;735.3036412;0.096992419;0.081496712;1.190139037;0.233991749;0.999862907;Not Sig
Srpra;2606.53726;-0.016502261;0.1064708;-0.1549933;0.876826599;0.999862907;Not Sig
Srpx;1218.296961;-0.14390294;0.163439482;-0.880466205;0.378606805;0.999862907;Not Sig
Srpx2;1518.952722;-0.112057806;0.150684573;-0.743658121;0.457083331;0.999862907;Not Sig
Srr;96.67191587;0.164924536;0.18244786;0.903954344;0.366019611;0.999862907;Not Sig
Srrd;63.18170629;-0.044060717;0.355270879;-0.124020065;0.901299388;0.999862907;Not Sig
Srrm1;1115.558169;0.082516662;0.128994398;0.63969183;0.522372968;0.999862907;Not Sig
Srrm2;2309.03147;-0.089305763;0.122906219;-0.726617126;0.467460534;0.999862907;Not Sig
Srrm3;8.54065467;-0.666936099;0.616392501;-1.081999046;0.279252952;0.999862907;Not Sig
Srsf1;1435.07273;0.076276395;0.101675615;0.750193597;0.453138114;0.999862907;Not Sig
Srsf10;353.9512218;0.131523879;0.13083226;1.005286302;0.314759009;0.999862907;Not Sig
Srsf11;2214.145157;0.099655053;0.137840844;0.722971873;0.469697165;0.999862907;Not Sig
Srsf12;80.70047056;-0.242223773;0.223896166;-1.081857616;0.279315801;0.999862907;Not Sig
Srsf2;2862.865204;0.051311727;0.117388103;0.437111815;0.662030259;0.999862907;Not Sig
Srsf3;3203.16732;0.079902443;0.090238103;0.885462353;0.375907316;0.999862907;Not Sig
Srsf4;937.2057433;-0.077424207;0.085328433;-0.907367023;0.364212742;0.999862907;Not Sig
Srsf5;1180.963085;-0.14766707;0.101702237;-1.451954986;0.146514122;0.999862907;Not Sig
Srsf6;1786.459901;0.013857578;0.112653612;0.123010509;0.902098776;0.999862907;Not Sig
Srsf7;1447.329088;-0.075264372;0.082522707;-0.912044387;0.361745352;0.999862907;Not Sig
Srsf9;382.6950436;-0.126940811;0.123009218;-1.031961772;0.302090026;0.999862907;Not Sig
Srxn1;10.96868996;-0.296443862;0.577189225;-0.513599092;0.607532315;0.999862907;Not Sig
Sry;21.09621582;0.455484896;0.376179825;1.210816917;0.22596558;0.999862907;Not Sig
Ss18;2129.407007;0.097880904;0.080300699;1.218929667;0.222870889;0.999862907;Not Sig
Ss18l2;562.4202996;-0.070344172;0.122802667;-0.572822832;0.566764658;0.999862907;Not Sig
Ssb;1016.988514;0.023214461;0.113771098;0.204045325;0.838318079;0.999862907;Not Sig
Ssbp1;408.4897956;-0.037686335;0.12932547;-0.291406909;0.770740131;0.999862907;Not Sig
Ssbp2;482.6257798;-0.01182561;0.126673783;-0.093354836;0.92562167;0.999862907;Not Sig
Ssbp3;455.5510953;0.023756595;0.119515366;0.198774397;0.842439225;0.999862907;Not Sig
Ssbp4;750.32364;-0.174012209;0.139105268;-1.250939034;0.210956721;0.999862907;Not Sig
Ssc4d;55.04199865;0.039909866;0.248525463;0.160586626;0.872418989;0.999862907;Not Sig
Ssh1;219.812101;0.089720687;0.129321161;0.693781944;0.487818968;0.999862907;Not Sig
Ssh2;80.30308338;0.11428087;0.204603808;0.55854713;0.576470831;0.999862907;Not Sig
Ssh3;734.1583484;-0.076022877;0.126831755;-0.599399396;0.54890658;0.999862907;Not Sig
Ssmem1;48.42419943;0.211063505;0.321189442;0.657130894;0.511096756;0.999862907;Not Sig
Ssna1;785.9008168;0.052770886;0.096586572;0.546358412;0.584819591;0.999862907;Not Sig
Sspn;850.0758765;0.194123622;0.118678737;1.635706835;0.101900958;0.999862907;Not Sig
Sspo;11.36209605;-0.200377641;0.56772421;-0.35294891;0.724126743;0.999862907;Not Sig
Ssr1;1007.578939;0.182517161;0.115659019;1.57806251;0.11455125;0.999862907;Not Sig
Ssr2;2448.471796;-0.092242668;0.082447135;-1.118809866;0.263221262;0.999862907;Not Sig
Ssr3;5934.090877;0.081244083;0.08550405;0.950178178;0.342021725;0.999862907;Not Sig
Ssr4;1300.863098;-0.153346096;0.109699179;-1.397878247;0.162149632;0.999862907;Not Sig
Ssrp1;2049.084945;-0.033122066;0.084112559;-0.393782646;0.693741518;0.999862907;Not Sig
Sstr2;2.308016146;-1.282747209;1.233135673;-1.040232017;0.29823212;0.999862907;Not Sig
Sstr3;3.854250608;-1.734666396;1.15205501;-1.505714902;0.132140377;0.999862907;Not Sig
Ssu72;1068.423541;-0.019247412;0.090340242;-0.213054688;0.831284307;0.999862907;Not Sig
Ssx1;23.2353619;0.257519332;0.466530306;0.551988432;0.580956279;0.999862907;Not Sig
Ssx2ip;205.3977978;0.163002503;0.15951401;1.021869505;0.306842667;0.999862907;Not Sig
St13;1113.658884;0.057885949;0.085973658;0.673298663;0.500757303;0.999862907;Not Sig
St14;83.89904129;-0.164112006;0.235643071;-0.696443164;0.486151339;0.999862907;Not Sig
St18;7.792509525;-0.330567387;0.578613252;-0.571309741;0.5677897;0.999862907;Not Sig
St3gal1;822.2157087;-0.019937396;0.087471801;-0.227929405;0.819701122;0.999862907;Not Sig
St3gal2;609.6332794;-0.051176966;0.122613134;-0.417385678;0.676396329;0.999862907;Not Sig
St3gal3;26.61383395;0.179982269;0.369599157;0.486966125;0.626282337;0.999862907;Not Sig
St3gal4;2601.328393;-0.104748039;0.078602488;-1.33263006;0.182653236;0.999862907;Not Sig
St3gal5;533.2483576;0.025119537;0.165625718;0.151664474;0.879451578;0.999862907;Not Sig
St6gal1;322.1961992;0.083966141;0.172604856;0.486464536;0.626637844;0.999862907;Not Sig
St6galnac2;212.6713006;0.251025715;0.190051091;1.320832805;0.186557119;0.999862907;Not Sig
St6galnac3;149.686982;0.06552697;0.212126363;0.308905356;0.757393523;0.999862907;Not Sig
St6galnac4;941.737525;0.053802003;0.0837814;0.642171219;0.520762018;0.999862907;Not Sig
St6galnac5;1.315314113;-1.244464801;1.657249133;-0.750921981;0.452699611;0.999862907;Not Sig
St6galnac6;434.8908958;0.169949097;0.12389229;1.371748778;0.170141658;0.999862907;Not Sig
ST7;203.9156976;0.084373183;0.187631373;0.449675241;0.652944626;0.999862907;Not Sig
St7l;454.3515365;-0.334670769;0.371933297;-0.899813948;0.368219271;0.999862907;Not Sig
St8sia4;15.97113564;0.175086817;0.383239767;0.456859731;0.64777187;0.999862907;Not Sig
St8sia6;1.293193696;0.594675482;1.370630478;0.433870027;0.664382827;0.999862907;Not Sig
Stab1;591.29309;-0.135384047;0.121959319;-1.110075453;0.266966514;0.999862907;Not Sig
Stac;4.666012345;1.112184774;0.719045994;1.546750532;0.121923413;0.999862907;Not Sig
Stag1;413.559241;0.127236309;0.111582944;1.140284565;0.254167766;0.999862907;Not Sig
Stag2;759.0938537;0.063204496;0.110726993;0.570813803;0.568125865;0.999862907;Not Sig
Stag3;10.23729949;-0.301616718;0.539609113;-0.558954086;0.576193056;0.999862907;Not Sig
Stam;412.9660475;0.043960076;0.10397496;0.422794835;0.672444957;0.999862907;Not Sig
Stam2;119.4234538;-0.069369402;0.228503967;-0.303580734;0.761447331;0.999862907;Not Sig
Stambp;409.8580408;0.075800134;0.118574846;0.639259819;0.522653923;0.999862907;Not Sig
Stambpl1;138.2130923;-0.035570871;0.156754344;-0.226921117;0.820485081;0.999862907;Not Sig
Stap2;265.3587157;-0.069045916;0.155290713;-0.444623603;0.656591787;0.999862907;Not Sig
Star;9.479902348;-0.799943128;0.568218014;-1.407810222;0.159187273;0.999862907;Not Sig
Stard10;40.06406248;0.59476979;0.389607796;1.526585956;0.126864002;0.999862907;Not Sig
Stard13;399.9440447;-0.058341383;0.129314023;-0.451160526;0.651873857;0.999862907;Not Sig
Stard3;609.7310155;0.019980992;0.08322829;0.240074523;0.810272484;0.999862907;Not Sig
Stard3nl;481.1137431;0.062096081;0.095706448;0.648818154;0.516455922;0.999862907;Not Sig
Stard4;109.5575194;-0.036075609;0.242384424;-0.148836334;0.881682779;0.999862907;Not Sig
Stard5;86.83643431;0.008214913;0.198778687;0.04132693;0.967035265;0.999862907;Not Sig
Stard6;131.0357794;0.058491385;0.134614147;0.43451143;0.663917096;0.999862907;Not Sig
Stard7;1083.78176;0.1635978;0.109841562;1.489397975;0.136382601;0.999862907;Not Sig
Stard8;1096.050242;-0.006094218;0.102425714;-0.059498908;0.952554735;0.999862907;Not Sig
Stat1;842.1305589;0.020062639;0.092779687;0.216239559;0.828801019;0.999862907;Not Sig
Stat2;871.8818376;-0.114258282;0.107784775;-1.060059571;0.289117499;0.999862907;Not Sig
Stat3;3059.652095;0.036601321;0.085375848;0.428708136;0.668135639;0.999862907;Not Sig
Stat5a;340.631583;0.133900004;0.119348677;1.121922815;0.261895259;0.999862907;Not Sig
Stat5b;300.8375647;-0.157882923;0.13273163;-1.18948982;0.234246975;0.999862907;Not Sig
Stat6;1567.792078;-0.03062076;0.104254943;-0.293710388;0.768979216;0.999862907;Not Sig
Stau1;847.3980891;0.124642504;0.088381195;1.410283085;0.158456111;0.999862907;Not Sig
Stbd1;185.4541349;-0.044958042;0.149482259;-0.300758378;0.763598749;0.999862907;Not Sig
Stc2;1.572760832;-0.874918563;1.271092955;-0.68831989;0.491251359;0.999862907;Not Sig
Steap1;7.423260263;-0.532133759;0.566225785;-0.939790758;0.3473249;0.999862907;Not Sig
Steap3;265.5434431;-0.081952647;0.120707714;-0.678934627;0.497179284;0.999862907;Not Sig
Stil;101.506219;-0.199025367;0.213782121;-0.930972931;0.351867567;0.999862907;Not Sig
Stim1;1145.600621;-0.025918228;0.09971667;-0.259918709;0.794926479;0.999862907;Not Sig
Stim2;244.7483378;0.098835554;0.118183873;0.836286299;0.402993859;0.999862907;Not Sig
Sting1;287.1825894;0.02155522;0.125591509;0.171629594;0.86372874;0.999862907;Not Sig
Stip1;1439.184391;-0.030188079;0.074872684;-0.403192163;0.686806865;0.999862907;Not Sig
Stk10;72.5757376;0.219096189;0.187824715;1.166492858;0.243415234;0.999862907;Not Sig
Stk11;722.3960662;-0.215858435;0.192891289;-1.119067823;0.263111206;0.999862907;Not Sig
Stk11ip;344.1683478;-0.087235658;0.125028494;-0.697726217;0.485348429;0.999862907;Not Sig
Stk16;889.7474149;-0.099126585;0.104460041;-0.948942622;0.342649795;0.999862907;Not Sig
Stk17b;1258.23212;0.092472394;0.152311559;0.607126568;0.54376692;0.999862907;Not Sig
Stk24;88.28248736;0.230071698;0.207937989;1.106443794;0.268534479;0.999862907;Not Sig
Stk25;1558.028701;-0.125566849;0.078164582;-1.606441764;0.108176881;0.999862907;Not Sig
Stk26;32.28590454;-0.029111719;0.299543815;-0.097186847;0.922578013;0.999862907;Not Sig
Stk3;514.0851557;0.071019554;0.095009105;0.747502614;0.454760226;0.999862907;Not Sig
Stk31;1.546142216;1.480907317;1.247100893;1.187479958;0.235038357;0.999862907;Not Sig
Stk32a;49.78688417;-0.190437187;0.325171465;-0.585651595;0.558109669;0.999862907;Not Sig
Stk32b;1.377613643;0.436629395;1.572692038;0.277631847;0.781294982;0.999862907;Not Sig
Stk32c;5.47047308;-0.263793338;0.682766771;-0.386359368;0.699230538;0.999862907;Not Sig
Stk35;60.80542156;0.000649313;0.214498424;0.00302712;0.997584711;0.999862907;Not Sig
Stk36;73.47698705;0.008738213;0.219149861;0.039873229;0.968194194;0.999862907;Not Sig
Stk38;821.3504675;0.150288175;0.105393856;1.425967139;0.153877828;0.999862907;Not Sig
Stk38l;1073.0539;-0.137789317;0.126069229;-1.092965497;0.274408949;0.999862907;Not Sig
Stk4;920.3012035;0.07137945;0.128413987;0.555854166;0.578310553;0.999862907;Not Sig
Stk40;426.5462152;-0.039150025;0.107321872;-0.364790734;0.715267622;0.999862907;Not Sig
Stkld1;8.137066089;0.022760047;0.539049838;0.042222528;0.966321304;0.999862907;Not Sig
Stmn1;1437.97156;0.091726001;0.239041106;0.383724801;0.701182429;0.999862907;Not Sig
Stmn3;1.795821572;-0.059985415;1.168786389;-0.051322822;0.959068283;0.999862907;Not Sig
Stn1;431.6860897;-0.034552158;0.096533126;-0.357930588;0.720395259;0.999862907;Not Sig
Stoml1;278.4495176;0.010336503;0.129103701;0.080063568;0.936186698;0.999862907;Not Sig
Stoml2;704.7255475;-0.03742522;0.08561695;-0.437123954;0.662021456;0.999862907;Not Sig
Stoml3;8.350475018;-0.345252466;0.619601302;-0.557217141;0.57737908;0.999862907;Not Sig
Ston1;74.50260282;-0.105937906;0.239262347;-0.442768816;0.657932961;0.999862907;Not Sig
Stox1;28.53023126;0.08013153;0.375331942;0.2134951;0.830940811;0.999862907;Not Sig
Stox2;9.283016677;-0.26413117;0.666697355;-0.396178519;0.691973337;0.999862907;Not Sig
Stpg1;1.728863751;0.337791396;1.3459746;0.250964169;0.801841812;0.999862907;Not Sig
Stpg4;7.852850279;-0.549447242;0.54786529;-1.002887483;0.315915153;0.999862907;Not Sig
Stra6;13.38718053;-0.289466345;0.47302455;-0.611947826;0.540572278;0.999862907;Not Sig
Stra8;1.057717032;1.847942214;1.526461699;1.210605032;0.226046815;0.999862907;Not Sig
Strada;370.5825417;-0.149768639;0.111285241;-1.345808645;0.178364237;0.999862907;Not Sig
Stradb;150.5238831;0.037475719;0.19613249;0.191073486;0.84846802;0.999862907;Not Sig
Strap;1100.402839;0.018390385;0.077944087;0.2359433;0.813476668;0.999862907;Not Sig
Strbp;262.5678084;0.193490247;0.154942495;1.248787477;0.211742816;0.999862907;Not Sig
Strip1;820.8973792;-0.001449349;0.110982237;-0.013059284;0.989580495;0.999862907;Not Sig
Strn;54.05379947;0.039233242;0.253836472;0.154561092;0.877167345;0.999862907;Not Sig
Strn3;924.7366717;0.180447233;0.130300254;1.384857102;0.166096166;0.999862907;Not Sig
Strn4;1106.932575;0.052921621;0.110966685;0.476914498;0.633423008;0.999862907;Not Sig
Stt3b;342.5500255;0.044250723;0.145426709;0.304281951;0.760913095;0.999862907;Not Sig
Stub1;2519.911263;0.00302349;0.096202717;0.031428319;0.974927957;0.999862907;Not Sig
Stx11;103.8608574;-0.027041935;0.216011226;-0.125187637;0.900375005;0.999862907;Not Sig
Stx12;824.4778844;0.029948954;0.083443293;0.358913854;0.719659535;0.999862907;Not Sig
Stx16;574.2877639;-0.032652704;0.092482793;-0.353067885;0.724037549;0.999862907;Not Sig
Stx18;550.1810224;0.011543301;0.100737035;0.114588449;0.908771335;0.999862907;Not Sig
Stx1a;72.32805289;-0.163770996;0.196044791;-0.835375399;0.403506377;0.999862907;Not Sig
Stx1b;57.55081565;-0.313308727;0.227148331;-1.379313359;0.167798159;0.999862907;Not Sig
Stx2;1153.361957;0.071319236;0.099229737;0.718728464;0.472308242;0.999862907;Not Sig
Stx3;141.9358207;0.117691087;0.163472596;0.719943832;0.471559579;0.999862907;Not Sig
Stx4;1288.53932;-0.074866003;0.079313357;-0.943926795;0.345207058;0.999862907;Not Sig
Stx5;855.5719425;0.08073563;0.093414378;0.864274121;0.387437323;0.999862907;Not Sig
Stx6;848.2102887;0.102044783;0.097530061;1.046290568;0.295426899;0.999862907;Not Sig
Stx7;384.1366646;-0.068428689;0.120231397;-0.569141596;0.569260052;0.999862907;Not Sig
Stx8;232.5845664;-0.067801232;0.155587811;-0.435774706;0.663000197;0.999862907;Not Sig
Stxbp1;864.3355524;0.000936393;0.119065001;0.00786455;0.993725062;0.999862907;Not Sig
Stxbp3;481.6461593;0.194739137;0.120432785;1.616994382;0.105879494;0.999862907;Not Sig
Stxbp4;48.01768012;-0.015120949;0.242749277;-0.062290398;0.950331575;0.999862907;Not Sig
Stxbp5;487.0239652;0.099710287;0.108616468;0.918003404;0.358617084;0.999862907;Not Sig
Stxbp6;52.08972145;-0.369797893;0.264759927;-1.396729094;0.162495052;0.999862907;Not Sig
Styx;29.04554528;0.037335657;0.322812138;0.115657537;0.907923961;0.999862907;Not Sig
Styxl1;25.4603124;-0.17177928;0.300356409;-0.571918144;0.567377431;0.999862907;Not Sig
Sub1;1169.106557;-0.067387921;0.111191686;-0.606051799;0.544480357;0.999862907;Not Sig
Suclg1;1612.560448;0.180723833;0.150903979;1.197608132;0.231069609;0.999862907;Not Sig
Suco;241.9825927;0.085174397;0.152769228;0.557536342;0.577161036;0.999862907;Not Sig
Suds3;536.9182145;-0.009608848;0.122666384;-0.078333184;0.937563021;0.999862907;Not Sig
Sufu;44.11353083;0.075329854;0.308336178;0.244310785;0.806990131;0.999862907;Not Sig
Sugp1;535.2174215;-0.118193352;0.111979564;-1.055490376;0.291201109;0.999862907;Not Sig
Sugp2;323.1955163;-0.051032562;0.105075563;-0.485674887;0.627197692;0.999862907;Not Sig
Sugt1;777.1330805;0.181262328;0.118115919;1.53461388;0.124878701;0.999862907;Not Sig
Sulf2;2578.1849;0.03750898;0.087210711;0.430096017;0.667125797;0.999862907;Not Sig
Sult1c2;1.701830533;0.134644456;1.308748125;0.102880343;0.918057939;0.999862907;Not Sig
Sult2a6;1.279113283;-0.381104845;1.394916352;-0.27320982;0.784691932;0.999862907;Not Sig
Sult2b1;2.776768622;0.229886022;1.148307881;0.200195458;0.841327719;0.999862907;Not Sig
Sult5a1;42.24857393;0.114040506;0.259835116;0.438895665;0.660737138;0.999862907;Not Sig
Sumf1;678.4860171;-0.011363854;0.124665565;-0.091154716;0.927369656;0.999862907;Not Sig
Sumf2;352.4830398;-0.083233248;0.107431986;-0.774752944;0.43848566;0.999862907;Not Sig
Sumo1;1972.539209;0.087591751;0.07686581;1.139541113;0.25447753;0.999862907;Not Sig
Sumo2;359.2211252;-0.133122146;0.117523861;-1.13272441;0.257330004;0.999862907;Not Sig
Sumo3;1598.828456;0.054310817;0.082246735;0.660340098;0.509035604;0.999862907;Not Sig
Sumo4;1264.340243;0.10889999;0.104075711;1.046353555;0.295397828;0.999862907;Not Sig
Sun1;1064.374031;0.018253076;0.103735916;0.175957151;0.860327606;0.999862907;Not Sig
Sun2;562.5570158;0.101116838;0.154715841;0.653564871;0.513392183;0.999862907;Not Sig
Suox;260.3111674;-0.145783854;0.161728649;-0.9014102;0.36737026;0.999862907;Not Sig
Supt16h;692.4565614;-0.066645735;0.124277523;-0.536265391;0.591775146;0.999862907;Not Sig
Supt20h;466.5287936;0.12553923;0.099006507;1.267989688;0.204801633;0.999862907;Not Sig
Supt3h;39.99265181;-0.195793675;0.264272944;-0.740876733;0.458768184;0.999862907;Not Sig
Supt4h1;675.9851139;-0.101976349;0.091982388;-1.108650814;0.267580848;0.999862907;Not Sig
Supt5h;1184.881964;0.007671421;0.101559939;0.075535901;0.939788334;0.999862907;Not Sig
